"point_id","date","studyarea","time","lat","long","response","nudds","perc_bare","perc_ll","perc_grass","perc_forb","perc_vine","perc_Rubus"
"bird525_9_june","9_jun","michaux",1440,39.9502,-77.48354,1,15,0,95,0,0,0,0
"bird525_11_june","11_jun","michaux",1230,39.95137,-77.48461,1,19,0,48,0,0,0,0
"bird528_11_june","11_jun","michaux",1030,39.9547991,-77.4739096,1,15,0,79,0,0,0,0
"bird528_30_may","30_may","michaux",1525,39.954699,-77.473585,1,14,0,35,0,0,0,0
"bird528_4_june","4_jun","michaux",1317,39.954604,-77.474065,1,15,0,65,0,0,0,0
"bird523_29_may","29_may","michaux",1136,39.9555311,-77.5043258,1,20,0,57,0,0,0,0
"bird528_10_june","10_jun","michaux",940,39.954941,-77.47321,1,16,5,55,0,0,0,0
"bird523_3_june","3_jun","michaux",1008,39.9556766,-77.5042869,1,18,1,14,0,0,0,0
"bird501_13_june","13_jun","michaux",1400,39.971663,-77.460868,1,19,0,92,0,0,0,0
"bird501_16_june","16_jun","michaux",1114,39.9718967,-77.4609609,1,9,0,85,0,0,0,0
"bird523_23_may","23_may","michaux",1319,39.955489,-77.50419,1,20,0,92,0,0,0,0
"bird523_17_may","17_may","michaux",1913,39.95366,-77.50324,1,20,0,90,0,0,0,0
"bird520_3_june","3_jun","michaux",1158,39.9468916,-77.493661,1,11,0,60,0,0,0,0
"bird562_13_june","13_jun","michaux",1644,39.971617,-77.462211,1,13,0,90,0,0,0,0
"bird562_16_june","16_jun","michaux",1205,39.9688606,-77.4573865,1,17,0,30,0,0,0,0
"bird501_15_june","15_jun","michaux",1220,39.971498,-77.461142,1,20,0,75,0,0,0,0
"bird501_14_june","14_jun","michaux",1423,39.971774,-77.461142,1,19,0,70,0,0,0,0
"bird562_14_june","14_jun","michaux",1458,39.971075,-77.461956,1,18,0,15,0,0,0,0
"bird501_17_june","17_jun","michaux",2028,39.972196,-77.459172,1,20,0,10,0,0,0,0
"bird405_16_june","16_jun","michaux",1227,39.97176,-77.45413,0,19,0,60,0,0,0,0
"bird501_13_june","13_jun","michaux",1400,39.97171,-77.46104,0,18,0,50,0,0,0,0
"bird501_17_june","17_jun","michaux",816,39.972068,-77.460303,1,8,0,80,0,0,0,0
"bird405_16_june","16_jun","michaux",1227,39.971632,-77.4573865,1,0,0,85,0,0,0,0
"bird501_17_june","17_jun","michaux",816,39.97327,-77.45856,0,13,0,50,0,0,0,0
"bird501_17_june","17_jun","michaux",2028,39.97276,-77.45831,0,20,0,30,0,0,0,0
"bird501_18_june","18_jun","michaux",2040,39.97301,-77.46068,0,2,0,80,0,0,0,0
"bird501_18_june","18_jun","michaux",1654,39.96972,-77.45994,0,9,0,90,0,0,0,0
"bird501_15_june","15_jun","michaux",1220,39.97189,-77.46137,0,14,0,85,0,0,5,0
"bird501_14_june","14_jun","michaux",1423,39.97164,-77.46102,0,19,0,45,0,0,0,0
"bird501_16_june","16_jun","michaux",1114,39.9715,-77.46091,0,18,0,85,0,0,0,0
"bird562_16_june","16_jun","michaux",1205,39.9688606,-77.4573865,0,0,0,90,0,0,0,0
"bird562_14_june","14_jun","michaux",1458,39.971075,-77.461956,0,14,0,20,0,0,0,0
"bird562_13_june","13_jun","michaux",1644,39.971617,-77.462211,0,13,0,40,0,0,0,0
"bird405_18_june","18_jun","michaux",1735,39.97156,-77.45657,0,9,0,60,0,0,0,0
"bird405_18_june","18_jun","michaux",2006,39.97168,-77.45546,0,2,0,95,0,0,0,0
"bird524_1_june","1_jun","michaux",1355,39.9552,-77.4842,0,12,0,10,0,0,0,0
"bird524_4_june","4_jun","michaux",1128,39.95258,-77.48277,0,10,0,20,0,0,0,0
"bird528_4_june","4_jun","michaux",1317,39.95596,-77.4744,0,12,0,25,0,0,0,0
"bird528_30_may","30_may","michaux",1525,39.95458,-77.47227,0,19,0,10,0,0,0,0
"bird520_3_june","3_jun","michaux",1158,39.94522,-77.4921,0,18,0,20,0,0,0,0
"bird523_17_may","17_may","michaux",1913,39.952936,-77.501091,0,1,0,0,100,0,0,0
"bird514_1_june","1_jun","michaux",1202,39.9571526,-77.50234,0,2,0,50,0,0,0,0
"bird514_3_june","3_jun","michaux",1355,39.9480238,-77.4943815,0,17,0,90,0,0,0,0
"bird520_1_june","1_jun","michaux",1111,39.9488117,-77.493428,0,8,0,10,50,0,0,0
"bird523_3_june","3_jun","michaux",1008,39.95774,-77.50507,0,20,0,85,0,5,0,0
"bird523_29_may","29_may","michaux",1136,39.9569715,-77.5025262,0,1,0,70,0,0,0,0
"bird523_4_june","4_jun","michaux",1420,39.9571526,-77.50234,0,6,0,80,0,0,0,0
"bird523_23_may","23_may","michaux",1319,39.9565,-77.50562,0,20,0,80,0,0,0,0
"bird405_18_june","18_jun","michaux",1735,39.971137,-77.456066,1,4,0,20,0,0,0,0
"bird405_18_june","18_jun","michaux",2006,39.97134,-77.45609,1,16,0,10,0,0,0,0
"bird525_9_june","9_jun","michaux",1440,39.94794,-77.4836,0,8,0,0,0,0,0,0
"bird525_11_june","11_jun","michaux",1230,39.94929,-77.48318,0,14,0,50,0,0,0,0
"bird528_11_june","11_jun","michaux",1030,39.95657,-77.47574,0,6,0,30,0,0,0,0
"bird525_5_june","5_jun","michaux",1104,39.95058,-77.48353,0,14,0,60,0,0,0,0
"bird528_10_june","10_jun","michaux",940,39.95511,-77.47288,0,6,0,10,0,0,0,0
"bird405_19_june","19_jun","michaux",1708,39.97253,-77.453736,0,6,0,80,0,0,0,0
"bird405_19_june","19_jun","michaux",1708,39.973476,-77.454277,1,1,0,50,0,0,0,0
"bird501_19_june","19_jun","michaux",2008,39.9733504,-77.4625129,0,4,10,15,30,5,0,0
"bird501_19_june","19_jun","michaux",1621,39.971792,-77.461382,1,16,0,50,0,0,0,0
"bird501_19_june","19_jun","michaux",2008,39.971784,-77.461355,1,16,0,50,0,0,0,0
"bird520_11_june","11_jun","michaux",1430,39.9462233,-77.495752,0,4,0,80,0,0,0,0
"bird520_11_june","11_jun","michaux",1430,39.94777,-77.49423,1,20,0,5,0,0,0,0
"bird520_3_june","3_jun","michaux",1158,39.9468916,-77.493661,1,15,0,80,0,0,0,0
"bird520_5_june","5_jun","michaux",847,39.9464865,-77.4922948,0,14,0,80,0,0,0,0
"bird514_3_june","3_jun","michaux",1355,39.948018,-77.4947047,1,18,0,60,0,0,0,0
"bird514_30_may","30_may","michaux",1350,39.9478822,-77.4928916,0,2,0,80,0,0,0,0
"bird501_18_june","18_jun","michaux",2040,39.97174,-77.46051,1,15,0,85,0,0,0,0
"bird501_18_june","18_jun","michaux",1654,39.971709,-77.46053,1,20,0,90,0,0,0,0
"bird645_23_june","23_jun","michaux",2130,39.9502,-77.4906,1,12,0,80,0,0,0,0
"bird645_23_june","23_jun","michaux",2130,39.94993,-77.48978,0,13,0,80,0,0,0,0
"bird602_23_june","23_jun","michaux",2054,39.95327,-77.48473,0,9,0,85,0,0,0,0
"bird602_23_june","23_jun","michaux",2054,39.95287,-77.4828,1,11,0,70,0,0,0,0
"bird602_23_june","23_jun","michaux",1541,39.95329,-77.48341,1,11,0,60,0,0,0,0
"bird602_23_june","23_jun","michaux",1541,39.95383,-77.48289,0,18,0,80,0,0,0,0
"bird602_22_june","22_jun","michaux",1545,39.953659,-77.483733,1,20,0,85,0,0,0,0
"bird602_22_june","22_jun","michaux",1345,39.954647,-77.4822807,0,15,0,10,0,0,0,0
"bird602_20_june","20_jun","michaux",1646,39.9574514,-77.4809396,0,0,10,0,0,0,0,0
"bird602_20_june","20_jun","michaux",2027,39.956066,-77.480998,1,10,0,70,0,0,0,0
"bird602_20_june","20_jun","michaux",2027,39.9543262,-77.4801672,0,17,0,70,0,0,0,0
"bird602_20_june","20_jun","michaux",1646,39.956059,-77.480823,1,19,0,50,0,0,0,0
"bird501_24_june","24_jun","michaux",2051,39.9790505,-77.4620585,0,13,0,60,0,0,0,0
"bird602_24_june","24_jun","michaux",1615,39.955025,-77.480028,1,8,0,95,0,0,0,0
"bird602_24_june","24_jun","michaux",1615,39.95479,-77.48209,0,16,0,40,0,0,0,0
"bird645_24_june","24_jun","michaux",1527,39.950814,-77.48801,1,18,0,50,0,0,0,0
"bird501_24_june","24_jun","michaux",2051,39.979777,-77.461814,1,3,0,80,0,0,0,0
"bird645_24_june","24_jun","michaux",1527,39.95321,-77.4877,0,6,0,70,0,0,0,0
"bird602_27_june","27_jun","michaux",1622,39.45408,-77.48167,0,17,0,65,0,0,0,0
"bird645_25_june","25_jun","michaux",1738,39.9523234,-77.486356,0,15,0,70,0,0,0,0
"bird645_25_june","25_jun","michaux",1738,39.950262,-77.488128,1,20,0,40,0,0,0,0
"bird145_26_june","26_jun","michaux",1527,39.9509172,-77.4856228,0,4,0,90,0,0,0,0
"bird532_24_june","24_jun","michaux",1655,39.9681339,-77.4711496,0,20,0,95,0,0,0,0
"bird532_26_june","26_jun","michaux",1653,39.96677,-77.470726,1,19,0,95,0,0,0,0
"bird532_23_june","23_jun","michaux",1816,39.966794,-77.470559,1,19,0,100,0,0,0,0
"bird532_24_june","24_jun","michaux",1655,39.966792,-77.470583,1,18,0,95,0,0,0,0
"bird532_25_june","25_jun","michaux",1602,39.96682,-77.470583,1,20,0,100,0,0,0,0
"bird532_27_june","27_jun","michaux",1631,39.96683,-77.47048,1,20,0,100,0,0,0,0
"bird532_23_june","23_jun","michaux",1816,39.9658844,-77.4702078,0,13,0,20,0,0,0,0
"bird602_25_june","25_jun","michaux",1811,39.95573,-77.48093,0,4,0,75,0,0,0,0
"bird602_27_june","27_jun","michaux",1622,39.95585,-77.48097,1,14,0,70,0,0,0,0
"bird602_25_june","25_jun","michaux",1811,39.95574,-77.48072,1,15,0,80,0,0,0,0
"bird689_25_june","25_jun","michaux",1858,39.95859,-77.47778,0,19,0,90,0,0,0,0
"bird689_27_june","27_jun","michaux",1700,39.95927,-77.47755,0,16,0,95,0,0,0,0
"bird645_26_june","26_jun","michaux",2128,39.9489266,-77.4918757,0,6,0,60,0,0,0,0
"bird645_26_june","26_jun","michaux",2128,39.950288,-77.487105,1,15,0,20,0,0,0,0
"bird145_25_june","25_jun","michaux",1729,39.9509645,-77.4882299,1,8,0,50,0,0,0,0
"bird145_26_june","26_jun","michaux",1527,39.9517171,-77.4883693,1,20,0,95,0,0,0,0
"bird145_25_june","25_jun","michaux",1729,39.9521982,-77.4866514,0,14,0,60,0,0,0,0
"bird501_25_june","25_jun","michaux",1513,39.980356,-77.46204,1,11,0,50,0,0,0,0
"bird501_28_june","28_jun","michaux",1405,39.9800263,-77.4612039,0,17,0,50,0,0,0,0
"bird645_27_june","27_jun","michaux",1520,39.9474355,-77.4894945,0,18,0,95,0,0,0,0
"bird645_27_june","27_jun","michaux",1520,39.947625,-77.489146,1,19,0,90,0,0,0,0
"bird645_27_june","27_jun","michaux",2020,39.94779,-77.48908,1,10,0,90,0,0,0,0
"bird645_27_june","27_jun","michaux",2020,39.9482128,-77.4892484,0,16,0,55,40,0,0,0
"bird501_28_june","28_jun","michaux",1405,39.97928,-77.461771,1,11,0,95,0,0,0,0
"bird501_25_june","25_jun","michaux",1513,39.978452,-77.4624619,0,14,0,40,0,0,0,0
"bird442_26_june","26_jun","michaux",1743,39.978304,-77.4619348,0,5,0,60,0,0,0,0
"bird442_28_june","28_jun","michaux",1333,39.9772856,-77.4623164,0,13,0,55,0,0,0,0
"bird145_29_june","29_jun","michaux",1740,39.95169,-77.4883,1,20,0,75,0,0,0,0
"bird145_27_june","27_jun","michaux",1548,39.9499908,-77.4888047,0,13,0,65,0,0,0,0
"bird442_25_june","25_jun","michaux",1535,39.97636,-77.45946,1,18,0,50,0,0,0,0
"bird442_27_june","27_jun","michaux",1547,39.9765066,-77.4594142,0,9,0,55,0,0,0,0
"bird442_25_june","25_jun","michaux",1602,39.974432,-77.4600982,0,16,0,90,0,0,0,0
"bird145_27_june","27_jun","michaux",1548,39.95164,-77.48842,1,15,0,90,0,0,0,0
"bird442_26_june","26_jun","michaux",1743,39.977014,-77.439949,1,16,0,70,0,0,0,0
"bird442_27_june","27_jun","michaux",1547,39.97676,-77.45985,1,15,0,40,0,0,0,0
"bird532_1_july","1_jul","michaux",1425,39.96769,-77.47047,0,19,0,40,0,0,0,0
"bird442_28_june","28_jun","michaux",1333,39.97678,-77.459887,1,15,0,50,0,0,0,0
"bird532_28_june","28_jun","michaux",1235,39.96878,-77.46737,1,17,0,90,0,0,0,0
"bird532_26_june","26_jun","michaux",1653,39.96544,-77.4698,0,13,0,80,0,0,0,0
"bird532_28_june","28_jun","michaux",1235,39.96882,-77.46577,0,5,0,85,0,0,0,0
"bird602_30_june","30_jun","michaux",2111,39.9561438,-77.4780791,0,20,0,100,0,0,0,0
"bird602_30_june","30_jun","michaux",1751,39.956074,-77.478639,1,20,0,100,0,0,0,0
"bird602_30_june","30_jun","michaux",1751,39.9565507,-77.4791689,0,19,0,70,0,0,0,0
"bird145_1_july","1_jul","michaux",1304,39.9494717,-77.4858709,0,20,0,70,0,0,0,0
"bird145_30_june","30_jun","michaux",1850,39.9494862,-77.484589,0,19,0,95,0,0,0,0
"bird532_1_july","1_jul","michaux",1425,39.96745,-77.47003,1,10,0,90,0,0,0,0
"bird532_30_june","30_jun","michaux",1554,39.96719,-77.46861,1,20,0,70,0,0,0,0
"bird532_27_june","27_jun","michaux",1631,39.96852,-77.46853,0,9,0,90,0,0,0,0
"bird532_30_june","30_jun","michaux",1554,39.96587,-77.46669,0,8,0,80,0,0,0,0
"bird689_25_june","25_jun","michaux",1858,39.959429,-77.477754,1,17,0,50,0,0,0,0
"bird689_27_june","27_jun","michaux",1700,39.959446,-77.477756,1,17,0,50,0,0,0,0
"bird602_29_june","29_jun","michaux",1427,39.9539,-77.47947,0,15,0,60,0,0,0,0
"bird602_1_july","1_jul","michaux",1350,39.9524765,-77.4796877,0,17,0,95,0,0,0,0
"bird602_29_june","29_jun","michaux",1427,39.955113,-77.480028,1,18,0,75,0,0,0,0
"bird602_1_july","1_jul","michaux",1350,39.955065,-77.479606,1,17,0,50,0,0,0,0
"bird602_30_june","30_jun","michaux",2111,39.955167,-77.478597,1,17,0,60,0,0,0,0
"bird145_20_june","20_jun","michaux",1850,39.94954,-77.48573,1,4,0,100,0,0,0,0
"bird145_1_july","1_jul","michaux",1304,39.94953,-77.48573,1,14,0,95,0,0,0,0
"bird145_2_july","2_jul","michaux",1509,39.94901,-77.48671,1,18,0,85,0,0,0,0
"bird145_2_july","2_jul","michaux",1509,39.94914,-77.4877,0,10,0,45,0,0,0,0
"bird645_2_july","2_jul","michaux",2043,39.94764,-77.48857,1,18,0,100,0,0,0,0
"bird645_2_july","2_jul","michaux",2043,39.94748,-77.48884,0,19,0,90,0,0,0,0
"bird645_29_june","29_jun","michaux",1726,39.95061,-77.48886,0,14,0,80,0,0,0,0
"bird145_29_june","29_jun","michaux",1739,39.95158,-77.48827,0,18,0,80,0,0,0,0
"bird645_29_june","29_jun","michaux",1726,39.95158,-77.48794,1,6,0,85,0,0,0,0
"bird161_29_june","29_jun","michaux",1812,39.9533673,-77.4965732,0,15,0,85,0,0,0,0
"bird161_2_july","2_jul","michaux",1416,39.954312,-77.4955939,1,17,0,70,0,0,0,0
"bird161_29_june","29_jun","michaux",1812,39.954331,-77.495373,1,10,0,85,0,0,0,0
"bird161_2_july","2_jul","michaux",2109,39.9557567,-77.4946973,0,2,0,85,0,0,0,0
"bird161_2_july","2_jul","michaux",1416,39.9552043,-77.4959372,0,19,0,70,0,0,0,0
"bird161_26_june","26_jun","michaux",1448,39.95443,-77.496334,1,7,5,90,0,0,0,0
"bird161_26_june","26_jun","michaux",1448,39.9549177,-77.4963667,0,10,0,95,0,0,0,0
"bird161_2_july","2_jul","michaux",2109,39.95499,-77.49595,1,16,0,95,0,0,0,0
"bird442_2_july","2_jul","michaux",1449,39.974111,-77.4595575,0,10,0,40,0,0,0,0
"bird442_3_july","3_jul","michaux",1805,39.976895,-77.456854,0,13,0,50,0,0,0,0
"bird442_1_july","1_jul","michaux",1421,39.976351,-77.459623,1,20,0,20,0,0,0,0
"bird442_2_july","2_jul","michaux",1449,39.9763,-77.459526,1,17,0,60,0,0,0,0
"bird442_5_july","5_jul","michaux",1507,39.976832,-77.458695,0,12,0,10,0,0,0,0
"bird602_3_july","3_jul","michaux",2119,39.953974,-77.478671,0,11,0,60,0,0,0,0
"bird602_4_july","4_jul","michaux",1253,39.954398,-77.477256,1,20,0,40,0,0,0,0
"bird602_4_july","4_jul","michaux",1253,39.956057,-77.476585,0,14,0,50,0,0,0,0
"bird442_1_july","1_jul","michaux",1421,39.97836,-77.45885,0,11,0,80,0,0,0,0
"bird645_3_july","3_jul","michaux",1626,39.947872,-77.488909,1,14,0,100,0,0,0,0
"bird602_3_july","3_jul","michaux",1708,39.956159,-77.480277,1,18,0,70,0,0,0,0
"bird442_4_july","4_jul","michaux",1413,39.9768,-77.46017,0,5,0,55,0,0,0,0
"bird442_4_july","4_jul","michaux",1413,39.977575,-77.460353,1,13,0,35,50,0,0,0
"bird442_5_july","5_jul","michaux",1507,39.97741,-77.46025,1,20,0,90,5,5,0,0
"bird442_3_july","3_jul","michaux",1805,39.97675,-77.45992,1,19,0,55,0,0,0,0
"bird602_3_july","3_jul","michaux",1708,39.95606,-77.48085,0,18,0,95,0,0,0,0
"bird602_3_july","3_jul","michaux",2119,39.95527,-77.47865,1,8,0,90,0,0,0,0
"bird145_4_july","4_jul","michaux",1133,39.94936,-77.48962,0,5,0,60,0,0,0,0
"bird145_5_july","5_jul","michaux",2108,39.94966,-77.48808,1,6,0,90,0,0,0,0
"bird645_3_july","3_jul","michaux",1626,39.95056,-77.48965,0,4,0,95,0,0,0,0
"bird145_3_july","3_jul","michaux",2139,39.959044,-77.48777,1,20,0,85,0,0,0,0
"bird145_3_july","3_jul","michaux",2139,39.95129,-77.48792,0,13,0,85,0,0,0,0
"bird145_4_july","4_jul","michaux",1133,39.95171,-77.48837,1,16,0,95,0,0,0,0
"bird145_5_july","5_jul","michaux",1838,39.95202,-77.48811,1,20,0,80,0,0,0,0
"bird145_5_july","5_jul","michaux",1848,39.95705,-77.48772,0,17,0,90,0,0,0,0
"bird645_5_july","5_jul","michaux",1701,39.94761,-77.48687,1,15,0,65,0,0,0,0
"bird602_5_july","5_jul","michaux",1617,39.957851,-77.479997,0,14,0,90,0,0,0,0
"bird473_27_june","27_jun","michaux",1925,39.968071,-77.476125,0,20,0,80,0,0,0,0
"bird473_27_june","27_jun","michaux",1925,39.966196,-77.474245,1,19,0,55,0,0,0,0
"bird532_5_july","5_jul","michaux",2043,39.964622,-77.470704,0,20,0,50,0,0,0,0
"bird532_2_july","2_jul","michaux",1542,39.966771,-77.470748,1,20,0,95,0,0,0,0
"bird532_5_july","5_jul","michaux",1531,39.966792,-77.470542,1,20,0,95,0,0,0,0
"bird532_2_july","2_jul","michaux",1542,39.968126,-77.468615,0,15,0,70,0,0,0,0
"bird532_25_june","25_jun","michaux",1602,39.968494,-77.468555,0,11,10,10,0,0,0,0
"bird532_5_july","5_jul","michaux",1531,39.9684911,-77.4698717,0,20,0,100,0,0,0,0
"bird532_5_july","5_jul","michaux",2043,39.966831,-77.470527,1,20,0,95,0,0,0,0
"bird442_5_july","5_jul","michaux",2041,39.97735,-77.46014,1,20,0,60,0,0,0,0
"bird442_5_july","5_jul","michaux",2041,39.976248,-77.460126,0,17,0,10,0,0,0,0
"bird442_6_july","6_jul","michaux",1746,39.97721,-77.45859,1,19,0,60,0,0,0,0
"bird442_6_july","6_jul","michaux",1746,39.979458,-77.458589,0,6,0,40,0,0,0,0
"bird405_6_july","6_jul","michaux",1821,39.973733,-77.458158,1,14,0,75,0,0,0,0
"bird405_6_july","6_jul","michaux",1821,39.973742,-77.458487,0,19,0,60,0,0,0,0
"bird405_5_july","5_jul","michaux",1933,39.973458,-77.458698,1,19,0,80,5,0,0,0
"bird405_5_july","5_jul","michaux",1933,39.979779,-77.459153,0,10,0,75,0,0,0,0
"bird532_6_july","6_jul","michaux",1715,39.970597,-77.46726,1,19,0,50,0,0,0,0
"bird532_6_july","6_jul","michaux",1715,39.970833,-77.467466,0,10,0,40,0,0,0,0
"bird602_6_july","6_jul","michaux",1642,39.95499,-77.48154,0,9,60,0,30,0,0,0
"bird602_6_july","6_jul","michaux",2126,39.95374,-77.47907,1,10,0,95,0,0,0,0
"bird145_3_july","3_jul","michaux",1610,39.94948,-77.48416,0,20,0,100,0,0,0,0
"bird145_6_july","6_jul","michaux",1600,39.948876,-77.486805,1,15,0,90,0,0,0,0
"bird145_6_july","6_jul","michaux",1600,39.9506017,-77.4871499,0,17,0,55,0,0,0,0
"bird145_6_july","6_jul","michaux",2054,39.948862,-77.486499,1,15,0,90,0,0,0,0
"bird602_6_july","6_jul","michaux",2126,39.95303,-77.47921,0,4,0,20,25,5,0,0
"bird145_6_july","6_jul","michaux",2054,39.94681,-77.4859,0,6,0,90,0,0,0,0
"bird145_3_july","3_jul","michaux",1610,39.949429,-77.485814,1,14,0,100,0,0,0,0
"bird645_5_july","5_jul","michaux",1701,39.94894,-77.48653,0,10,0,90,0,0,0,0
"bird145_5_july","5_jul","michaux",2108,39.9493982,-77.4869073,0,1,0,95,0,0,0,0
"bird532_7_july","7_jul","michaux",1650,39.96803,-77.4487,1,14,0,75,0,0,0,0
"bird442_7_july","7_jul","michaux",1524,39.97858,-77.45853,0,1,0,80,0,0,0,0
"bird532_7_july","7_jul","michaux",1650,39.96816,-77.46589,0,9,0,80,0,0,0,0
"bird442_7_july","7_jul","michaux",2038,39.97844,-77.46155,0,15,0,95,0,0,0,0
"bird442_7_july","7_jul","michaux",2038,39.97736,-77.45885,1,20,0,55,0,0,0,0
"bird442_7_july","7_jul","michaux",1521,39.977429,-77.458789,1,20,0,90,0,0,0,0
"bird161_5_july","5_jul","michaux",1739,39.955252,-77.50047,1,20,0,60,0,0,0,0
"bird161_5_july","5_jul","michaux",1739,39.95671,-77.498561,0,3,0,70,0,0,0,0
"bird161_3_july","3_jul","michaux",1531,39.956517,-77.495887,1,12,0,80,0,0,0,0
"bird161_3_july","3_jul","michaux",1531,39.955384,-77.497241,0,3,0,65,0,0,0,0
"bird145_7_july","7_jul","michaux",2106,39.9501549,-77.4884527,0,10,0,50,0,0,0,0
"bird145_7_july","7_jul","michaux",2106,39.95065,-77.48795,1,11,0,80,0,0,0,0
"bird602_8_july","8_jul","michaux",1916,39.95709,-77.4781,0,13,0,85,0,0,0,0
"bird602_7_july","7_jul","michaux",1739,39.95652,-77.47933,0,16,0,95,0,0,0,0
"bird602_8_july","8_jul","michaux",1916,39.956129,-77.479532,1,20,0,95,0,0,0,0
"bird602_7_july","7_jul","michaux",1739,39.955967,-77.479554,1,19,0,85,0,0,0,0
"bird602_5_july","5_jul","michaux",1617,39.956856,-77.480367,1,19,0,50,0,0,0,0
"bird442_8_july","8_jul","michaux",1838,39.97667,-77.46153,0,14,0,70,0,0,0,0
"bird442_8_july","8_jul","michaux",1838,39.976793,-77.459922,1,19,0,20,0,0,0,0
"bird161_8_july","8_jul","michaux",2040,39.953947,-77.495771,1,20,0,90,0,0,0,0
"bird161_8_july","8_jul","michaux",2040,39.953733,-77.494182,0,9,0,70,0,0,0,0
"bird145_8_july","8_jul","michaux",1711,39.952356,-77.4889085,1,18,0,95,0,0,0,0
"bird145_8_july","8_jul","michaux",1711,39.95104,-77.488862,0,2,0,75,0,0,0,0
"bird145_8_july","8_jul","michaux",2109,39.95041,-77.48778,1,12,0,75,0,0,0,0
"bird145_8_july","8_jul","michaux",2109,39.950435,-77.487486,0,9,0,50,0,0,0,0
"bird602_9_july","9_jul","michaux",1637,39.9542,-77.4784,0,10,0,50,0,0,0,0
"bird602_9_july","9_jul","michaux",1637,39.955749,-77.48075,1,19,0,95,0,0,0,0
"bird532_10_july","10_jul","michaux",1748,39.96747,-77.470056,1,20,0,90,0,0,0,0
"bird532_10_july","10_jul","michaux",1748,39.96763,-77.46915,0,20,0,25,0,0,0,0
"bird532_9_july","9_jul","michaux",1807,39.968023,-77.468308,0,13,0,80,0,0,0,0
"bird532_9_july","9_jul","michaux",1807,39.967994,-77.466829,1,20,0,75,0,0,0,0
"bird442_9_july","9_jul","michaux",1718,39.97663,-77.45944,0,12,0,50,0,0,0,0
"bird442_9_july","9_jul","michaux",1718,39.97676,-77.45986,1,20,0,90,0,0,0,0
"bird442_10_july","10_jul","michaux",1701,39.97719,-77.4601,1,18,0,90,0,0,0,0
"bird442_10_july","10_jul","michaux",1701,39.97713,-77.4588,0,12,0,85,0,0,0,0
"bird161_10_july","10_jul","michaux",2130,39.954001,-77.49978,1,20,0,75,0,0,0,0
"bird161_10_july","10_jul","michaux",2130,39.953618,-77.502188,0,13,0,90,0,0,0,0
"bird145_10_july","10_jul","michaux",1747,39.950969,-77.49004,0,15,0,70,0,0,0,0
"bird145_10_july","10_jul","michaux",1747,39.952468,-77.48886,1,9,0,90,0,0,0,0
"bird442_10_july","10_jul","michaux",2051,39.97731,-77.46012,1,19,0,40,0,0,0,0
"bird442_10_july","10_jul","michaux",2051,39.977247,-77.462447,0,20,0,25,0,0,0,0
"bird532_10_july","10_jul","michaux",2046,39.967093,-77.47012,1,20,0,90,0,0,0,0
"bird532_10_july","10_jul","michaux",2046,39.967399,-77.4705481,0,8,0,10,0,0,0,0
"bird145_10_july","10_jul","michaux",2112,39.947298,-77.4871939,0,17,0,80,0,0,0,0
"bird145_10_july","10_jul","michaux",2112,39.949494,-77.487309,1,20,0,10,80,10,0,0
